Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree
1,1,1,-0.9091399312019348,-2.5964261494078578,-0.1216204802142542,0.33527903139080806,0.8393893241882324,1.4827370643615723,1.25,1.3620946407318115,1.3141335248947144,1.4127963781356812,1.3477063179016113,left,7.8
