Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree,Time (s),Notes
1,1,1,-1.0749175548553467,-2.5530587635436,-0.16015750566591436,0.46553628026928706,0.7523398399353027,1.424495816230774,1.25,1.2957890033721924,1.27700936794281,1.3028312921524048,1.3004838228225708,right,8.5,0,N/a
1,1,2,-1.0714360475540161,-2.5570298633971156,-0.15974551836122686,0.46466605245556636,0.7527632713317871,1.475541114807129,1.25,1.3002924919128418,1.272025227546692,1.1709485054016113,1.309714913368225,center,8.5,0,N/a
