Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree
1,1,1,-0.9266107678413391,-2.5849863491454066,-0.12136823335756475,0.3406529861637573,0.8371226787567139,1.61224365234375,1.25,1.3128119707107544,1.2750332355499268,1.2892003059387207,1.2892003059387207,center,7.5
