Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree,Time (s)
1,1,1,-0.9179221391677856,-2.5858336887755335,-0.12640268007387334,0.3280135828205566,0.8518335223197937,1.6142675876617432,1.25,1.2487825155258179,1.2003800868988037,1.2310348749160767,1.2294214963912964,left(slight),7.5,89
