Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree,Time (s),Notes
1,1,1,-1.0093313455581665,-2.548122068444723,-0.15941316286195928,0.39506296693768306,0.7270113825798035,1.4320964813232422,0.5,0.4645679295063019,0.4443693161010742,0.4746672213077545,0.4645679295063019,left,9.0,50.76,N/a
