Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree,Time (s),Notes
1,1,1,-1.0567097663879395,-2.52354158977651,-0.15547258058656865,0.41838662206616206,0.7227597236633301,1.5107632875442505,0.75,0.7800481915473938,0.7800481915473938,0.8190506100654602,0.8288012146949768,right,9.0,46.55,N/a
