Tree,Branch,Trial,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measured diameter,W1 Diameter,W2 Diameter,Mean Diameter,Median Diameter,Contact,Distance from Tree,Time (s),Notes
1,1,1,-1.0256510972976685,-2.54335417369985,-0.1614621321307581,0.4029802519031982,0.731259286403656,1.525344967842102,0.75,0.8196632266044617,0.7896755337715149,0.8236616253852844,0.8196632266044617,right,9.0,56.67,N/a
